===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,SMACross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
485,,485,2020-01-21 04:00:00,8674.1,8699.84,8669.72,8670.83,793.1,,SMACross,485,737445.1666666666,Broker,485,89.31945943295187,9920.15386484389,BuySell,485,,,Trades - Net Profit/Loss,485,,
486,,486,2020-01-21 05:00:00,8670.83,8680.56,8643.58,8660.09,769.48,,SMACross,486,737445.2083333334,Broker,486,89.31945943295187,9907.977041919889,BuySell,486,,,Trades - Net Profit/Loss,486,,
487,,487,2020-01-21 06:00:00,8660.09,8669.48,8632.05,8649.34,933.27,,SMACross,487,737445.25,Broker,487,89.31945943295187,9895.788881171937,BuySell,487,,,Trades - Net Profit/Loss,487,,
488,,488,2020-01-21 07:00:00,8649.34,8657.51,8623.64,8634.7,1003.53,,SMACross,488,737445.2916666666,Broker,488,9885.982411750198,9885.982411750198,BuySell,488,,8787.37265,Trades - Net Profit/Loss,488,,-27.387114659719963
489,,489,2020-01-21 08:00:00,8634.7,8670.0,8613.8,8658.59,1395.13,,SMACross,489,737445.3333333334,Broker,489,9885.982411750198,9885.982411750198,BuySell,489,,,Trades - Net Profit/Loss,489,,
490,,490,2020-01-21 09:00:00,8658.59,8666.78,8625.76,8630.21,1027.26,,SMACross,490,737445.375,Broker,490,89.07270152986959,9844.116331845376,BuySell,490,8496.3736,,Trades - Net Profit/Loss,490,,
491,,491,2020-01-21 10:00:00,8630.21,8670.0,8602.8,8659.23,1629.86,,SMACross,491,737445.4166666666,Broker,491,9834.361288215061,9834.361288215061,BuySell,491,,8800.05,Trades - Net Profit/Loss,491,,-51.621123535135624
492,,492,2020-01-21 11:00:00,8659.23,8677.12,8641.18,8656.76,1257.23,,SMACross,492,737445.4583333334,Broker,492,9834.361288215061,9834.361288215061,BuySell,492,,,Trades - Net Profit/Loss,492,,
493,,493,2020-01-21 12:00:00,8656.76,8666.66,8634.62,8661.04,930.76,,SMACross,493,737445.5,Broker,493,9834.361288215061,9834.361288215061,BuySell,493,,,Trades - Net Profit/Loss,493,,
494,,494,2020-01-21 13:00:00,8661.04,8668.01,8644.41,8662.35,837.83,,SMACross,494,737445.5416666666,Broker,494,88.6075952068175,9826.097863109982,BuySell,494,8514.743849999999,,Trades - Net Profit/Loss,494,,
495,,495,2020-01-21 14:00:00,8662.35,8663.42,8648.93,8654.86,1052.0,,SMACross,495,737445.5833333334,Broker,495,88.6075952068175,9817.678230780812,BuySell,495,,,Trades - Net Profit/Loss,495,,
496,,496,2020-01-21 15:00:00,8654.86,8676.95,8641.0,8645.06,1354.1,,SMACross,496,737445.625,Broker,496,9807.949160145237,9807.949160145237,BuySell,496,,8807.10425,Trades - Net Profit/Loss,496,,-26.412128069822717
497,,497,2020-01-21 16:00:00,8645.06,8663.47,8621.52,8644.48,1455.6,,SMACross,497,737445.6666666666,Broker,497,9807.949160145237,9807.949160145237,BuySell,497,,,Trades - Net Profit/Loss,497,,
498,,498,2020-01-21 17:00:00,8644.48,8653.5,8626.48,8648.5,913.4,,SMACross,498,737445.7083333334,Broker,498,9807.949160145237,9807.949160145237,BuySell,498,,,Trades - Net Profit/Loss,498,,
499,,499,2020-01-21 18:00:00,8648.5,8650.0,8620.0,8634.05,759.04,,SMACross,499,737445.75,Broker,499,9807.949160145237,9807.949160145237,BuySell,499,,,Trades - Net Profit/Loss,499,,
500,,500,2020-01-21 19:00:00,8634.05,8644.02,8488.0,8531.86,3292.52,,SMACross,500,737445.7916666666,Broker,500,9807.949160145237,9807.949160145237,BuySell,500,,,Trades - Net Profit/Loss,500,,
501,,501,2020-01-21 20:00:00,8531.86,8720.0,8529.11,8718.71,4817.39,,SMACross,501,737445.8333333334,Broker,501,9807.949160145237,9807.949160145237,BuySell,501,,,Trades - Net Profit/Loss,501,,
502,,502,2020-01-21 21:00:00,8718.71,8789.0,8716.67,8729.98,3707.32,,SMACross,502,737445.875,Broker,502,88.36962193290911,9810.79048568384,BuySell,502,8585.91995,,Trades - Net Profit/Loss,502,,
503,,503,2020-01-21 22:00:00,8729.98,8743.16,8682.76,8729.11,1183.53,,SMACross,503,737445.9166666666,Broker,503,88.36962193290911,9809.821582415852,BuySell,503,,,Trades - Net Profit/Loss,503,,
504,,504,2020-01-21 23:00:00,8729.11,8764.98,8726.78,8736.03,917.21,,SMACross,504,737445.9583333334,Broker,504,88.36962193290911,9817.528261283062,BuySell,504,,,Trades - Net Profit/Loss,504,,
505,,505,2020-01-22 00:00:00,8736.03,8758.08,8722.36,8739.0,950.38,,SMACross,505,737446.0,Broker,505,88.36962193290911,9820.835896577224,BuySell,505,,,Trades - Net Profit/Loss,505,,
506,,506,2020-01-22 01:00:00,8739.0,8743.53,8705.0,8728.77,864.19,,SMACross,506,737446.0416666666,Broker,506,88.36962193290911,9809.442930563995,BuySell,506,,,Trades - Net Profit/Loss,506,,
507,,507,2020-01-22 02:00:00,8728.77,8743.57,8701.0,8719.67,682.8,,SMACross,507,737446.0833333334,Broker,507,88.36962193290911,9799.308425117233,BuySell,507,,,Trades - Net Profit/Loss,507,,
508,,508,2020-01-22 03:00:00,8719.67,8726.58,8708.02,8715.77,420.25,,SMACross,508,737446.125,Broker,508,88.36962193290911,9794.965065640048,BuySell,508,,,Trades - Net Profit/Loss,508,,
509,,509,2020-01-22 04:00:00,8715.77,8743.57,8715.0,8740.0,524.87,,SMACross,509,737446.1666666666,Broker,509,88.36962193290911,9821.949578494452,BuySell,509,,,Trades - Net Profit/Loss,509,,
510,,510,2020-01-22 05:00:00,8740.0,8741.57,8716.0,8719.12,565.2,,SMACross,510,737446.2083333334,Broker,510,88.36962193290911,9798.695900062758,BuySell,510,,,Trades - Net Profit/Loss,510,,
511,,511,2020-01-22 06:00:00,8719.12,8762.61,8717.8,8754.06,763.68,,SMACross,511,737446.25,Broker,511,88.36962193290911,9837.607946250659,BuySell,511,,,Trades - Net Profit/Loss,511,,
512,,512,2020-01-22 07:00:00,8754.06,8818.0,8706.07,8740.27,2645.38,,SMACross,512,737446.2916666666,Broker,512,88.36962193290911,9822.250272612104,BuySell,512,,,Trades - Net Profit/Loss,512,,
513,,513,2020-01-22 08:00:00,8740.27,8746.34,8656.0,8678.69,2831.29,,SMACross,513,737446.3333333334,Broker,513,88.36962193290911,9753.669740149282,BuySell,513,,,Trades - Net Profit/Loss,513,,
514,,514,2020-01-22 09:00:00,8678.69,8688.99,8643.31,8686.28,1532.77,,SMACross,514,737446.375,Broker,514,9744.004440031065,9744.004440031065,BuySell,514,,8819.324849999999,Trades - Net Profit/Loss,514,,-63.944720114172
515,,515,2020-01-22 10:00:00,8686.28,8686.68,8651.0,8663.36,1197.95,,SMACross,515,737446.4166666666,Broker,515,9744.004440031065,9744.004440031065,BuySell,515,,,Trades - Net Profit/Loss,515,,
516,,516,2020-01-22 11:00:00,8663.36,8670.49,8622.0,8659.87,1597.91,,SMACross,516,737446.4583333334,Broker,516,9744.004440031065,9744.004440031065,BuySell,516,,,Trades - Net Profit/Loss,516,,
517,,517,2020-01-22 12:00:00,8659.87,8681.08,8641.34,8664.5,1102.93,,SMACross,517,737446.5,Broker,517,9744.004440031065,9744.004440031065,BuySell,517,,,Trades - Net Profit/Loss,517,,
518,,518,2020-01-22 13:00:00,8664.5,8669.7,8636.31,8645.0,1099.17,,SMACross,518,737446.5416666666,Broker,518,9744.004440031065,9744.004440031065,BuySell,518,,,Trades - Net Profit/Loss,518,,
519,,519,2020-01-22 14:00:00,8645.0,8675.0,8636.97,8654.24,1353.26,,SMACross,519,737446.5833333334,Broker,519,9744.004440031065,9744.004440031065,BuySell,519,,,Trades - Net Profit/Loss,519,,
520,,520,2020-01-22 15:00:00,8654.24,8669.42,8648.3,8655.37,745.27,,SMACross,520,737446.625,Broker,520,9744.004440031065,9744.004440031065,BuySell,520,,,Trades - Net Profit/Loss,520,,
521,,521,2020-01-22 16:00:00,8655.37,8710.45,8590.0,8686.43,2745.35,,SMACross,521,737446.6666666666,Broker,521,9744.004440031065,9744.004440031065,BuySell,521,,,Trades - Net Profit/Loss,521,,
522,,522,2020-01-22 17:00:00,8686.43,8701.07,8661.47,8692.7,1237.07,,SMACross,522,737446.7083333334,Broker,522,9744.004440031065,9744.004440031065,BuySell,522,,,Trades - Net Profit/Loss,522,,
523,,523,2020-01-22 18:00:00,8692.7,8694.25,8636.72,8669.56,955.98,,SMACross,523,737446.75,Broker,523,9744.004440031065,9744.004440031065,BuySell,523,,,Trades - Net Profit/Loss,523,,
524,,524,2020-01-22 19:00:00,8669.56,8674.38,8640.0,8670.39,737.28,,SMACross,524,737446.7916666666,Broker,524,9744.004440031065,9744.004440031065,BuySell,524,,,Trades - Net Profit/Loss,524,,
525,,525,2020-01-22 20:00:00,8670.39,8674.26,8650.01,8666.32,471.4,,SMACross,525,737446.8333333334,Broker,525,9744.004440031065,9744.004440031065,BuySell,525,,,Trades - Net Profit/Loss,525,,
526,,526,2020-01-22 21:00:00,8666.32,8673.63,8653.45,8661.0,444.19,,SMACross,526,737446.875,Broker,526,9744.004440031065,9744.004440031065,BuySell,526,,,Trades - Net Profit/Loss,526,,
527,,527,2020-01-22 22:00:00,8661.0,8676.34,8645.8,8657.32,412.51,,SMACross,527,737446.9166666666,Broker,527,9744.004440031065,9744.004440031065,BuySell,527,,,Trades - Net Profit/Loss,527,,
528,,528,2020-01-22 23:00:00,8657.32,8686.22,8650.35,8682.36,725.78,,SMACross,528,737446.9583333334,Broker,528,9744.004440031065,9744.004440031065,BuySell,528,,,Trades - Net Profit/Loss,528,,
529,,529,2020-01-23 00:00:00,8682.36,8691.81,8640.0,8662.58,830.92,,SMACross,529,737447.0,Broker,529,87.79348000467873,9712.381242122705,BuySell,529,8510.4,,Trades - Net Profit/Loss,529,,
530,,530,2020-01-23 01:00:00,8662.58,8666.47,8593.48,8599.96,1457.18,,SMACross,530,737447.0416666666,Broker,530,9702.756654360586,9702.756654360586,BuySell,530,,8796.46705,Trades - Net Profit/Loss,530,,-41.24778567047835
531,,531,2020-01-23 02:00:00,8599.96,8620.0,8568.26,8610.63,1802.98,,SMACross,531,737447.0833333334,Broker,531,9702.756654360586,9702.756654360586,BuySell,531,,,Trades - Net Profit/Loss,531,,
532,,532,2020-01-23 03:00:00,8610.63,8615.77,8587.15,8597.23,1121.48,,SMACross,532,737447.125,Broker,532,9702.756654360586,9702.756654360586,BuySell,532,,,Trades - Net Profit/Loss,532,,
533,,533,2020-01-23 04:00:00,8597.23,8613.38,8577.88,8590.97,593.19,,SMACross,533,737447.1666666666,Broker,533,9702.756654360586,9702.756654360586,BuySell,533,,,Trades - Net Profit/Loss,533,,
534,,534,2020-01-23 05:00:00,8590.97,8591.41,8502.82,8562.88,2887.38,,SMACross,534,737447.2083333334,Broker,534,9702.756654360586,9702.756654360586,BuySell,534,,,Trades - Net Profit/Loss,534,,
535,,535,2020-01-23 06:00:00,8562.88,8573.18,8502.0,8535.16,1467.17,,SMACross,535,737447.25,Broker,535,9702.756654360586,9702.756654360586,BuySell,535,,,Trades - Net Profit/Loss,535,,
536,,536,2020-01-23 07:00:00,8535.16,8604.5,8507.39,8581.75,1791.2,,SMACross,536,737447.2916666666,Broker,536,9702.756654360586,9702.756654360586,BuySell,536,,,Trades - Net Profit/Loss,536,,
537,,537,2020-01-23 08:00:00,8581.75,8624.51,8509.0,8511.0,2545.42,,SMACross,537,737447.3333333334,Broker,537,9702.756654360586,9702.756654360586,BuySell,537,,,Trades - Net Profit/Loss,537,,
538,,538,2020-01-23 09:00:00,8511.0,8518.17,8413.38,8440.84,4442.83,,SMACross,538,737447.375,Broker,538,9702.756654360586,9702.756654360586,BuySell,538,,,Trades - Net Profit/Loss,538,,
539,,539,2020-01-23 10:00:00,8440.84,8459.45,8400.0,8445.0,2490.65,,SMACross,539,737447.4166666666,Broker,539,9702.756654360586,9702.756654360586,BuySell,539,,,Trades - Net Profit/Loss,539,,
540,,540,2020-01-23 11:00:00,8445.0,8475.0,8400.25,8423.0,1720.46,,SMACross,540,737447.4583333334,Broker,540,9702.756654360586,9702.756654360586,BuySell,540,,,Trades - Net Profit/Loss,540,,
541,,541,2020-01-23 12:00:00,8423.0,8488.0,8381.91,8420.48,2943.92,,SMACross,541,737447.5,Broker,541,9702.756654360586,9702.756654360586,BuySell,541,,,Trades - Net Profit/Loss,541,,
542,,542,2020-01-23 13:00:00,8420.48,8421.52,8333.0,8350.0,2628.9,,SMACross,542,737447.5416666666,Broker,542,9702.756654360586,9702.756654360586,BuySell,542,,,Trades - Net Profit/Loss,542,,
543,,543,2020-01-23 14:00:00,8350.0,8388.0,8326.0,8363.0,2125.83,,SMACross,543,737447.5833333334,Broker,543,9702.756654360586,9702.756654360586,BuySell,543,,,Trades - Net Profit/Loss,543,,
544,,544,2020-01-23 15:00:00,8363.0,8400.0,8344.89,8359.42,1670.45,,SMACross,544,737447.625,Broker,544,9702.756654360586,9702.756654360586,BuySell,544,,,Trades - Net Profit/Loss,544,,
545,,545,2020-01-23 16:00:00,8359.42,8371.0,8325.0,8354.71,1831.32,,SMACross,545,737447.6666666666,Broker,545,9702.756654360586,9702.756654360586,BuySell,545,,,Trades - Net Profit/Loss,545,,
546,,546,2020-01-23 17:00:00,8354.71,8380.0,8315.0,8325.75,1542.96,,SMACross,546,737447.7083333334,Broker,546,9702.756654360586,9702.756654360586,BuySell,546,,,Trades - Net Profit/Loss,546,,
547,,547,2020-01-23 18:00:00,8325.75,8358.49,8306.39,8339.46,1468.3,,SMACross,547,737447.75,Broker,547,9702.756654360586,9702.756654360586,BuySell,547,,,Trades - Net Profit/Loss,547,,
548,,548,2020-01-23 19:00:00,8339.46,8380.0,8337.54,8370.98,1085.65,,SMACross,548,737447.7916666666,Broker,548,9702.756654360586,9702.756654360586,BuySell,548,,,Trades - Net Profit/Loss,548,,
549,,549,2020-01-23 20:00:00,8370.98,8379.78,8345.79,8372.39,883.65,,SMACross,549,737447.8333333334,Broker,549,9702.756654360586,9702.756654360586,BuySell,549,,,Trades - Net Profit/Loss,549,,
550,,550,2020-01-23 21:00:00,8372.39,8432.79,8366.62,8395.27,1704.46,,SMACross,550,737447.875,Broker,550,9702.756654360586,9702.756654360586,BuySell,550,,,Trades - Net Profit/Loss,550,,
551,,551,2020-01-23 22:00:00,8395.27,8445.0,8394.0,8402.74,1215.71,,SMACross,551,737447.9166666666,Broker,551,9702.756654360586,9702.756654360586,BuySell,551,,,Trades - Net Profit/Loss,551,,
552,,552,2020-01-23 23:00:00,8402.74,8428.05,8354.18,8404.52,1251.81,,SMACross,552,737447.9583333334,Broker,552,9702.756654360586,9702.756654360586,BuySell,552,,,Trades - Net Profit/Loss,552,,
553,,553,2020-01-24 00:00:00,8404.52,8419.86,8386.83,8409.0,896.42,,SMACross,553,737448.0,Broker,553,9702.756654360586,9702.756654360586,BuySell,553,,,Trades - Net Profit/Loss,553,,
554,,554,2020-01-24 01:00:00,8409.0,8418.87,8358.36,8360.06,783.97,,SMACross,554,737448.0416666666,Broker,554,9702.756654360586,9702.756654360586,BuySell,554,,,Trades - Net Profit/Loss,554,,
555,,555,2020-01-24 02:00:00,8360.06,8368.37,8275.5,8300.76,2264.12,,SMACross,555,737448.0833333334,Broker,555,9702.756654360586,9702.756654360586,BuySell,555,,,Trades - Net Profit/Loss,555,,
556,,556,2020-01-24 03:00:00,8300.76,8354.8,8284.82,8320.57,1612.14,,SMACross,556,737448.125,Broker,556,9702.756654360586,9702.756654360586,BuySell,556,,,Trades - Net Profit/Loss,556,,
557,,557,2020-01-24 04:00:00,8320.57,8347.82,8295.92,8306.74,1013.91,,SMACross,557,737448.1666666666,Broker,557,9702.756654360586,9702.756654360586,BuySell,557,,,Trades - Net Profit/Loss,557,,
558,,558,2020-01-24 05:00:00,8306.74,8342.81,8304.86,8321.86,962.49,,SMACross,558,737448.2083333334,Broker,558,9702.756654360586,9702.756654360586,BuySell,558,,,Trades - Net Profit/Loss,558,,
559,,559,2020-01-24 06:00:00,8321.86,8350.0,8318.76,8345.66,732.05,,SMACross,559,737448.25,Broker,559,9702.756654360586,9702.756654360586,BuySell,559,,,Trades - Net Profit/Loss,559,,
560,,560,2020-01-24 07:00:00,8345.66,8353.91,8307.5,8340.0,1084.07,,SMACross,560,737448.2916666666,Broker,560,9702.756654360586,9702.756654360586,BuySell,560,,,Trades - Net Profit/Loss,560,,
561,,561,2020-01-24 08:00:00,8340.0,8346.22,8315.95,8332.51,1051.35,,SMACross,561,737448.3333333334,Broker,561,9702.756654360586,9702.756654360586,BuySell,561,,,Trades - Net Profit/Loss,561,,
562,,562,2020-01-24 09:00:00,8332.51,8338.95,8260.19,8260.23,2325.0,,SMACross,562,737448.375,Broker,562,9702.756654360586,9702.756654360586,BuySell,562,,,Trades - Net Profit/Loss,562,,
563,,563,2020-01-24 10:00:00,8260.23,8313.0,8238.99,8245.47,2085.76,,SMACross,563,737448.4166666666,Broker,563,9702.756654360586,9702.756654360586,BuySell,563,,,Trades - Net Profit/Loss,563,,
564,,564,2020-01-24 11:00:00,8245.47,8418.0,8238.0,8412.77,4714.66,,SMACross,564,737448.4583333334,Broker,564,9702.756654360586,9702.756654360586,BuySell,564,,,Trades - Net Profit/Loss,564,,
565,,565,2020-01-24 12:00:00,8412.77,8459.99,8369.72,8439.1,3119.69,,SMACross,565,737448.5,Broker,565,87.42183745578866,9723.214607850829,BuySell,565,8244.1742,,Trades - Net Profit/Loss,565,,
566,,566,2020-01-24 13:00:00,8439.1,8480.0,8413.62,8466.27,1770.58,,SMACross,566,737448.5416666666,Broker,566,87.42183745578866,9754.237405254773,BuySell,566,,,Trades - Net Profit/Loss,566,,
567,,567,2020-01-24 14:00:00,8466.27,8507.35,8441.56,8468.24,2271.25,,SMACross,567,737448.5833333334,Broker,567,87.42183745578866,9756.486757882149,BuySell,567,,,Trades - Net Profit/Loss,567,,
568,,568,2020-01-24 15:00:00,8468.24,8515.0,8440.91,8506.44,1918.16,,SMACross,568,737448.625,Broker,568,87.42183745578866,9800.103646392665,BuySell,568,,,Trades - Net Profit/Loss,568,,
569,,569,2020-01-24 16:00:00,8506.44,8528.02,8458.62,8459.1,1803.89,,SMACross,569,737448.6666666666,Broker,569,87.42183745578866,9746.050675133822,BuySell,569,,,Trades - Net Profit/Loss,569,,
570,,570,2020-01-24 17:00:00,8459.1,8485.0,8445.14,8472.41,1099.3,,SMACross,570,737448.7083333334,Broker,570,87.42183745578866,9761.248077910652,BuySell,570,,,Trades - Net Profit/Loss,570,,
571,,571,2020-01-24 18:00:00,8472.41,8503.72,8469.7,8485.75,961.23,,SMACross,571,737448.75,Broker,571,87.42183745578866,9776.479734788409,BuySell,571,,,Trades - Net Profit/Loss,571,,
572,,572,2020-01-24 19:00:00,8485.75,8524.0,8477.25,8498.76,1181.37,,SMACross,572,737448.7916666666,Broker,572,87.42183745578866,9791.334596555995,BuySell,572,,,Trades - Net Profit/Loss,572,,
573,,573,2020-01-24 20:00:00,8498.76,8519.75,8462.1,8486.63,1103.11,,SMACross,573,737448.8333333334,Broker,573,87.42183745578866,9777.484521748858,BuySell,573,,,Trades - Net Profit/Loss,573,,
574,,574,2020-01-24 21:00:00,8486.63,8516.67,8475.68,8509.36,775.44,,SMACross,574,737448.875,Broker,574,87.42183745578866,9803.43771221598,BuySell,574,,,Trades - Net Profit/Loss,574,,
575,,575,2020-01-24 22:00:00,8509.36,8515.0,8428.51,8466.99,1458.49,,SMACross,575,737448.9166666666,Broker,575,87.42183745578866,9755.059503676961,BuySell,575,,,Trades - Net Profit/Loss,575,,
576,,576,2020-01-24 23:00:00,8466.99,8474.48,8413.36,8439.0,926.89,,SMACross,576,737448.9583333334,Broker,576,87.42183745578866,9723.100427514413,BuySell,576,,,Trades - Net Profit/Loss,576,,
577,,577,2020-01-25 00:00:00,8439.0,8451.26,8305.0,8309.5,2580.64,,SMACross,577,737449.0,Broker,577,87.42183745578866,9575.236891857037,BuySell,577,,,Trades - Net Profit/Loss,577,,
578,,578,2020-01-25 01:00:00,8309.5,8332.96,8254.9,8286.29,1997.62,,SMACross,578,737449.0416666666,Broker,578,9565.749076802638,9565.749076802638,BuySell,578,,8457.954399999999,Trades - Net Profit/Loss,578,,-137.00757755794976
579,,579,2020-01-25 02:00:00,8286.29,8330.0,8286.27,8325.17,978.44,,SMACross,579,737449.0833333334,Broker,579,9565.749076802638,9565.749076802638,BuySell,579,,,Trades - Net Profit/Loss,579,,
580,,580,2020-01-25 03:00:00,8325.17,8349.0,8284.35,8297.62,983.87,,SMACross,580,737449.125,Broker,580,9565.749076802638,9565.749076802638,BuySell,580,,,Trades - Net Profit/Loss,580,,
581,,581,2020-01-25 04:00:00,8297.62,8328.82,8282.25,8318.38,722.19,,SMACross,581,737449.1666666666,Broker,581,9565.749076802638,9565.749076802638,BuySell,581,,,Trades - Net Profit/Loss,581,,
582,,582,2020-01-25 05:00:00,8318.38,8336.73,8287.26,8330.01,734.32,,SMACross,582,737449.2083333334,Broker,582,9565.749076802638,9565.749076802638,BuySell,582,,,Trades - Net Profit/Loss,582,,
583,,583,2020-01-25 06:00:00,8330.01,8357.89,8318.51,8329.99,969.36,,SMACross,583,737449.25,Broker,583,9565.749076802638,9565.749076802638,BuySell,583,,,Trades - Net Profit/Loss,583,,
584,,584,2020-01-25 07:00:00,8329.99,8345.73,8307.97,8316.2,785.16,,SMACross,584,737449.2916666666,Broker,584,9565.749076802638,9565.749076802638,BuySell,584,,,Trades - Net Profit/Loss,584,,
585,,585,2020-01-25 08:00:00,8316.2,8382.97,8306.65,8362.46,1121.93,,SMACross,585,737449.3333333334,Broker,585,9565.749076802638,9565.749076802638,BuySell,585,,,Trades - Net Profit/Loss,585,,
586,,586,2020-01-25 09:00:00,8362.46,8370.61,8332.0,8348.65,881.96,,SMACross,586,737449.375,Broker,586,9565.749076802638,9565.749076802638,BuySell,586,,,Trades - Net Profit/Loss,586,,
587,,587,2020-01-25 10:00:00,8348.65,8367.28,8311.0,8329.93,924.98,,SMACross,587,737449.4166666666,Broker,587,9565.749076802638,9565.749076802638,BuySell,587,,,Trades - Net Profit/Loss,587,,
588,,588,2020-01-25 11:00:00,8329.93,8342.62,8312.0,8316.44,1061.03,,SMACross,588,737449.4583333334,Broker,588,9565.749076802638,9565.749076802638,BuySell,588,,,Trades - Net Profit/Loss,588,,
589,,589,2020-01-25 12:00:00,8316.44,8339.42,8286.87,8292.31,882.1,,SMACross,589,737449.5,Broker,589,9565.749076802638,9565.749076802638,BuySell,589,,,Trades - Net Profit/Loss,589,,
590,,590,2020-01-25 13:00:00,8292.31,8358.94,8288.58,8324.26,1247.59,,SMACross,590,737449.5416666666,Broker,590,9565.749076802638,9565.749076802638,BuySell,590,,,Trades - Net Profit/Loss,590,,
591,,591,2020-01-25 14:00:00,8324.26,8353.5,8315.82,8316.7,982.39,,SMACross,591,737449.5833333334,Broker,591,9565.749076802638,9565.749076802638,BuySell,591,,,Trades - Net Profit/Loss,591,,
592,,592,2020-01-25 15:00:00,8316.7,8339.54,8309.0,8335.14,671.59,,SMACross,592,737449.625,Broker,592,9565.749076802638,9565.749076802638,BuySell,592,,,Trades - Net Profit/Loss,592,,
593,,593,2020-01-25 16:00:00,8335.14,8358.01,8328.09,8349.65,719.8,,SMACross,593,737449.6666666666,Broker,593,9565.749076802638,9565.749076802638,BuySell,593,,,Trades - Net Profit/Loss,593,,
594,,594,2020-01-25 17:00:00,8349.65,8362.75,8330.0,8339.84,550.25,,SMACross,594,737449.7083333334,Broker,594,86.18739918199142,9545.152578905083,BuySell,594,8205.05,,Trades - Net Profit/Loss,594,,
595,,595,2020-01-25 18:00:00,8339.84,8345.0,8325.0,8341.03,449.26,,SMACross,595,737449.75,Broker,595,86.18739918199142,9546.502265297611,BuySell,595,,,Trades - Net Profit/Loss,595,,
596,,596,2020-01-25 19:00:00,8341.03,8375.0,8339.13,8362.91,755.84,,SMACross,596,737449.7916666666,Broker,596,86.18739918199142,9571.318347876215,BuySell,596,,,Trades - Net Profit/Loss,596,,
597,,597,2020-01-25 20:00:00,8362.91,8374.1,8349.71,8368.25,541.59,,SMACross,597,737449.8333333334,Broker,597,86.18739918199142,9577.37492378891,BuySell,597,,,Trades - Net Profit/Loss,597,,
598,,598,2020-01-25 21:00:00,8368.25,8420.0,8367.91,8391.0,1264.92,,SMACross,598,737449.875,Broker,598,86.18739918199142,9603.177751881378,BuySell,598,,,Trades - Net Profit/Loss,598,,
599,,599,2020-01-25 22:00:00,8391.0,8420.0,8346.04,8359.79,1164.44,,SMACross,599,737449.9166666666,Broker,599,86.18739918199142,9567.77967430925,BuySell,599,,,Trades - Net Profit/Loss,599,,
600,,600,2020-01-25 23:00:00,8359.79,8386.8,8340.0,8340.58,732.77,,SMACross,600,737449.9583333334,Broker,600,86.18739918199142,9545.991879686992,BuySell,600,,,Trades - Net Profit/Loss,600,,
601,,601,2020-01-26 00:00:00,8340.58,8341.78,8293.66,8325.95,1301.9,,SMACross,601,737450.0,Broker,601,86.18739918199142,9529.398676390603,BuySell,601,,,Trades - Net Profit/Loss,601,,
602,,602,2020-01-26 01:00:00,8325.95,8353.07,8319.61,8343.88,632.82,,SMACross,602,737450.0416666666,Broker,602,9519.955465113397,9519.955465113397,BuySell,602,,8478.366049999999,Trades - Net Profit/Loss,602,,-45.793611689243114
603,,603,2020-01-26 02:00:00,8343.88,8345.84,8321.1,8324.69,421.21,,SMACross,603,737450.0833333334,Broker,603,85.77479874067117,9488.854814304907,BuySell,603,8196.2835,,Trades - Net Profit/Loss,603,,
604,,604,2020-01-26 03:00:00,8324.69,8386.8,8322.74,8368.82,743.81,,SMACross,604,737450.125,Broker,604,9479.451734289341,9479.451734289341,BuySell,604,,8512.601999999999,Trades - Net Profit/Loss,604,,-40.50373082405457
605,,605,2020-01-26 04:00:00,8368.82,8374.03,8350.0,8367.17,562.13,,SMACross,605,737450.1666666666,Broker,605,85.40986012594787,9468.216794188076,BuySell,605,8224.75,,Trades - Net Profit/Loss,605,,
606,,606,2020-01-26 05:00:00,8367.17,8395.0,8364.89,8377.28,784.86,,SMACross,606,737450.2083333334,Broker,606,85.40986012594787,9479.553982042915,BuySell,606,,,Trades - Net Profit/Loss,606,,
607,,607,2020-01-26 06:00:00,8377.28,8394.77,8343.2,8354.68,853.49,,SMACross,607,737450.25,Broker,607,85.40986012594787,9454.210713445551,BuySell,607,,,Trades - Net Profit/Loss,607,,
608,,608,2020-01-26 07:00:00,8354.68,8389.72,8343.32,8385.17,664.22,,SMACross,608,737450.2916666666,Broker,608,85.40986012594787,9488.401698380667,BuySell,608,,,Trades - Net Profit/Loss,608,,
609,,609,2020-01-26 08:00:00,8385.17,8477.77,8382.48,8417.97,2755.13,,SMACross,609,737450.3333333334,Broker,609,85.40986012594787,9525.18307935383,BuySell,609,,,Trades - Net Profit/Loss,609,,
610,,610,2020-01-26 09:00:00,8417.97,8444.3,8392.96,8419.97,1201.45,,SMACross,610,737450.375,Broker,610,85.40986012594787,9527.425846486341,BuySell,610,,,Trades - Net Profit/Loss,610,,
611,,611,2020-01-26 10:00:00,8419.97,8463.69,8411.11,8446.55,1179.88,,SMACross,611,737450.4166666666,Broker,611,85.40986012594787,9557.2322216774,BuySell,611,,,Trades - Net Profit/Loss,611,,
612,,612,2020-01-26 11:00:00,8446.55,8482.8,8431.38,8479.15,1222.37,,SMACross,612,737450.4583333334,Broker,612,85.40986012594787,9593.789325937314,BuySell,612,,,Trades - Net Profit/Loss,612,,
613,,613,2020-01-26 12:00:00,8479.15,8488.0,8436.0,8457.27,1005.05,,SMACross,613,737450.5,Broker,613,85.40986012594787,9569.253453507654,BuySell,613,,,Trades - Net Profit/Loss,613,,
